ID,Famille,Catégorie,Nom français,Nom court,Type,Numéro,rue,Étage,Bureau,Ville,Code postal,Arrondissement,Classification,Longitude,Latitude
1470,Service public,Établissement scolaire,Pierrefonds Comprehensive High School / Polyvalente Pierrefonds,Polyvalente Pierrefonds,École secondaire et professionnelle,13800,Boulevard de Pierrefonds,0, ,Montréal,H9A 1A7,Pierrefonds-Roxboro,niveau 3,-73.84710904,45.49321242
1471,Récréatif / sportif,Équipement sportif et récréatif,Piscine Briarwood,,Piscine extérieure,12421,Rue Pavillon,0, ,Montréal,H8Z 1M6,Pierrefonds-Roxboro,niveau 2,-73.8359053,45.51332507
1472,Récréatif / sportif,Équipement sportif et récréatif,Piscine du Parc Pierrefonds,,Piscine extérieure,355,Chemin de la Rive-Boisée,0, ,Montréal,H8Z 2Y4,Pierrefonds-Roxboro,niveau 3,-73.85326386,45.49937058
1473,Récréatif / sportif,Équipement sportif et récréatif,Piscine de Roxboro,,Piscine extérieure,53,Avenue Georges-Vanier,0, ,Montréal,H8Y 2S3,Pierrefonds-Roxboro,niveau 3,-73.80993534,45.50903924
1474,Récréatif / sportif,Équipement sportif et récréatif,Piscine Thorndale,,Piscine extérieure,14921,Rue Oakwood,0, ,Montréal,H9H 1Y1,Pierrefonds-Roxboro,niveau 2,-73.85626984,45.47498322
1475,Récréatif / sportif,Équipement sportif et récréatif,Piscine Valleycrest,,Piscine extérieure,4590,Rue des Cageux,0, ,Montréal,H9J 3N4,Pierrefonds-Roxboro,niveau 1,-73.88116455,45.45800018
1476,Récréatif / sportif,Équipement sportif et récréatif,Piscine Versailles,,Piscine extérieure,13207,Rue Desjardins,0, ,Montréal,H8Z 1A8,Pierrefonds-Roxboro,niveau 3,-73.84853985,45.51178717
1477,Récréatif / sportif,Équipement sportif et récréatif,Port de plaisance de Pierrefonds,,Marina,155,Rue Rose,0, ,Montréal,H8Y 2B8,Pierrefonds-Roxboro,niveau 3,-73.78378263,45.50916853
1478,Service public,Établissement scolaire,École secondaire Riverdale High School,,École secondaire et professionnelle,5060,Boulevard des Sources,0, ,Montréal,H8Y 3E4,Pierrefonds-Roxboro,niveau 3,-73.82480621,45.51012421
1482,Récréatif / sportif,Équipement sportif et récréatif,Sportplexe Pierrefonds,,Centre sportif intérieur,14700,Boulevard de Pierrefonds,0, ,Montréal,H9H 4Y6,Pierrefonds-Roxboro,niveau 2,-73.85581207,45.48531723
1484,Service public,Établissement scolaire,West Island Career Centre,,École secondaire et professionnelle,13700,Boulevard de Pierrefonds,0, ,Montréal,H9A 1A7,Pierrefonds-Roxboro,niveau 3,-73.84762894,45.49373767
1488,Service public,Service municipal,Éco-quartier Pierrefonds-Roxboro,Éco-quartier,Éco-quartier,13,Rue du Centre-Commercial,0, ,Montréal,H8Y 2N9,Pierrefonds-Roxboro,niveau 3,-73.80617691,45.50954797
1489,Service public,Service municipal,Mairie d'arrondissement de Pierrefonds-Roxboro,Mairie d'arrondissement,Hôtel de ville / mairie,13665,Boulevard de Pierrefonds ,0, ,Montréal,H9A 2Z4 ,Pierrefonds-Roxboro,niveau 1,-73.84812421,45.49550519
1492,Service public,Service d'urgence,Caserne 57,,Caserne de pompiers,13795,Boulevard de Pierrefonds,0, ,Montréal,H9A 1A6,Pierrefonds-Roxboro,niveau 4,-73.84977722,45.49378204
1493,Service public,Service d'urgence,Caserne 58,,Caserne de pompiers,11,Rue du Centre-Commercial,0, ,Montréal,H8Y 2N9,Pierrefonds-Roxboro,niveau 4,-73.80628967,45.50969315
1494,Récréatif / sportif,Équipement communautaire,Boscoville,,Organisme communautaire et centre de loisirs,10950,Boulevard Perras,0,Pavillon 1,Montréal,H1C 1B3,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 3,-73.54281841,45.66663709
1495,Récréatif / sportif,Équipement communautaire,Centre communautaire de Rivière-des-Prairies,,Organisme communautaire et centre de loisirs,9140,Boulevard Perras,0, ,Montréal,H1E 7E4,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 3,-73.57737806,45.65036496
1496,Récréatif / sportif,Équipement communautaire,Centre communautaire Le Mainbourg,,Organisme communautaire et centre de loisirs,14115,Rue Prince-Arthur,0, ,Montréal,H1A 1A8,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 3,-73.50947571,45.67154312
1497,Récréatif / sportif,Équipement communautaire,Centre de promotion communautaire Le Phare,,Organisme communautaire et centre de loisirs,12585,Avenue Nicolas Joly,0, ,Montréal,H1E 1V1,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 3,-73.60042668,45.63759593
1498,Service public,Service d'urgence,Poste de quartier 45,,Police de quartier,8200,Boulevard Maurice-Duplessis,0, ,Montréal,H1E 2Y5,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 3,-73.58654022,45.63331223
1499,Récréatif / sportif,Équipement communautaire,Centre communautaire Roussin,,Organisme communautaire et centre de loisirs,12125,Rue Notre-Dame Est,0, ,Montréal,H1B 2Y9,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 3,-73.49047437,45.64063633
1500,Récréatif / sportif,Équipement communautaire,Centre communautaire Sainte-Maria-Goretti,,Organisme communautaire et centre de loisirs,15912,Rue Notre-Dame Est,0, ,Montréal,H1A 1X6,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 3,-73.48752299,45.69378279
1501,Service public,Service d'urgence,Poste de quartier 49,,Police de quartier,1498,Boulevard Saint-Jean-Baptiste,0, ,Montréal,H1B 4A4,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 3,-73.50544417,45.64161498
1502,Récréatif / sportif,Équipement communautaire,Centre de leadership pour la jeunesse Don Bosco,Centre Don Bosco,Organisme communautaire et centre de loisirs,11991,Avenue Pierre-Baillargeon,0, ,Montréal,H1E 2E5,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 3,-73.57590981,45.6410695
1503,Récréatif / sportif,Équipement communautaire,Centre récréatif de Rivière-des-Prairies,,Organisme communautaire et centre de loisirs,7650,Boulevard Maurice-Duplessis,0, ,Montréal,H1E 7R8,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 3,-73.5949083,45.6270638
1504,Culturel,Lieu de diffusion,Maison Antoine-Beaudry,,Lieu de diffusion municipal,14678,Rue Notre-Dame Est,0, ,Montréal,H1A 1W1,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 1,-73.4912262,45.67658615
1505,Culturel,Bâtiment et lieu d'intérêt,Maison Antoine-Beaudry,,Bâtiment historique / patrimonial,14678,Rue Notre-Dame Est,0, ,Montréal,H1A 1W1,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 4,-73.4912262,45.67658615
1506,Culturel,Bâtiment et lieu d'intérêt,Maison Bleau,,Bâtiment historique / patrimonial,13200,Boulevard Gouin Est,0, ,Montréal, ,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 4,-73.51107025,45.69787216
1507,Culturel,Lieu de diffusion,Maison de la culture de Pointe-aux-Trembles,,Lieu de diffusion municipal,14001,Rue Notre-Dame Est,0, ,Montréal,H1A 1T9,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 1,-73.49495697,45.66810226
1508,Culturel,Bâtiment et lieu d'intérêt,Maison des Soeurs Recluses Missionnaires,,Bâtiment historique / patrimonial,12050,Boulevard Gouin Est,0, ,Montréal,H1C 1B8,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 4,-73.52720642,45.68442154
1509,Culturel,Lieu de diffusion,Maison Pierre-Chartrand,,Lieu de diffusion municipal,8000,Boulevard Gouin Est,0, ,Montréal,H1E 1B5,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 1,-73.5988532,45.64239885
1510,Culturel,Bâtiment et lieu d'intérêt,Maison Pierre-Chartrand,,Bâtiment historique / patrimonial,8000,Boulevard Gouin Est,0, ,Montréal,H1E 1B5,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 4,-73.5988532,45.64239885
1511,Récréatif / sportif,Parc et autre espace vert,Parc Albéric-Bourgeois,,Parc, , ,0, ,Montréal,H1E,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 2,-73.5896955,45.63702241
1512,Récréatif / sportif,Parc et autre espace vert,Parc Don-Bosco,,Parc, , ,0, ,Montréal,H1E 3A9,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 2,-73.58879265,45.64417215
1513,Récréatif / sportif,Parc et autre espace vert,Parc Armand-Bombardier,,Parc, , ,0, ,Montréal,H1E 1Y4,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 2,-73.5962605,45.64073601
1514,Récréatif / sportif,Parc et autre espace vert,Parc Beausoleil,,Parc, , ,0, ,Montréal,H1A 4H5,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 2,-73.49268509,45.68558748
1515,Récréatif / sportif,Parc et autre espace vert,Parc Cécile-Bérubé,,Parc, , ,0, ,Montréal, ,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 2,-73.59807232,45.63434901
1516,Récréatif / sportif,Parc et autre espace vert,Parc Claudine-Vallerand,,Parc, , ,0, ,Montréal, ,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 2,-73.583992,45.63175201
1517,Récréatif / sportif,Parc et autre espace vert,Parc Clémentine-De La Rousselière,,Parc, , ,0, ,Montréal,H1A 1T5,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 2,-73.49258423,45.6684494
1518,Récréatif / sportif,Parc et autre espace vert,Parc Conrad-Poirier,,Parc, , ,0, ,Montréal, ,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 2,-73.59724426,45.63697052
1519,Récréatif / sportif,Parc et autre espace vert,Parc Daniel-Johnson,,Parc, , ,0, ,Montréal, ,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 2,-73.50089148,45.65016192
1520,Récréatif / sportif,Parc et autre espace vert,Parc de Campobasso,,Parc, , ,0, ,Montréal,H1E 7R7,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 3,-73.58044434,45.64656067
1521,Récréatif / sportif,Parc et autre espace vert,Parc de la Coulée-Grou,,Parc, , ,0, ,Montréal,H1A 2G7,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 4,-73.50137822,45.6932033
1522,Récréatif / sportif,Parc et autre espace vert,Parc de la Molise,,Parc, , ,0, ,Montréal,H1E 7H9,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 2,-73.58135223,45.64215088
1523,Récréatif / sportif,Parc et autre espace vert,Parc de l’École secondaire de la Pointe-aux-Trembles,,Parc, , ,0, ,Montréal,H1A 3P9,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 2,-73.49549384,45.68435479
1524,Récréatif / sportif,Parc et autre espace vert,Parc de la Rivière,,Parc, , ,0, ,Montréal,H1A 5A8,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 3,-73.49131775,45.69919586
1525,Récréatif / sportif,Parc et autre espace vert,Parc de la Terrasse-Fleurie,,Parc, , ,0, ,Montréal,H1B 1N2,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 3,-73.50478408,45.65006159
1526,Récréatif / sportif,Parc et autre espace vert,Parc Delphis-Delorme,,Parc, , ,0, ,Montréal, ,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 2,-73.48670197,45.69864655
1527,Récréatif / sportif,Parc et autre espace vert,Parc des Bouleaux,,Parc, , ,0, ,Montréal, ,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 2,-73.50057221,45.64733124
1528,Récréatif / sportif,Parc et autre espace vert,Parc des Cageux,,Parc, , ,0, ,Montréal, ,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 4,-73.54267713,45.67214717
1529,Récréatif / sportif,Parc et autre espace vert,Parc des Pins,,Parc, , ,0, ,Montréal,H1A 3C6,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 2,-73.51654395,45.66665283
1530,Récréatif / sportif,Parc et autre espace vert,Parc Dollard-Morin,,Parc, , ,0, ,Montréal, ,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 2,-73.59325409,45.62754059
1531,Récréatif / sportif,Parc et autre espace vert,Parc du Bout-de-l’Île,,Parc, , ,0, ,Montréal,H1A 4L8,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 2,-73.47839855,45.70192202
1532,Récréatif / sportif,Parc et autre espace vert,Parc du Colombier,,Parc, , ,0, ,Montréal,H1B 3B5,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 2,-73.494133,45.64905548
1533,Récréatif / sportif,Parc et autre espace vert,Parc du Fort-de-Pointe-aux-Trembles,,Parc, , ,0, ,Montréal,H1B 3Z5,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 3,-73.48783323,45.63995969
1534,Récréatif / sportif,Parc et autre espace vert,Parc du Vieux-Moulin,,Parc, , ,0, ,Montréal, H1B 2X5,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 3,-73.49236213,45.63452527
1535,Récréatif / sportif,Parc et autre espace vert,Parc Edmondo-Chiodini,,Parc, , ,0, ,Montréal,H1C 1X7,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 3,-73.56516266,45.65589142
1536,Récréatif / sportif,Parc et autre espace vert,Parc Ernest-Rocheleau,,Parc, , ,0, ,Montréal,H1B 3S8,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 2,-73.49137116,45.64248657
1537,Récréatif / sportif,Parc et autre espace vert,Parc Ferdinand-Biondi,,Parc, , ,0, ,Montréal, ,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 2,-73.5952301,45.62984085
1538,Récréatif / sportif,Parc et autre espace vert,Parc François-Derome,,Parc, , ,0, ,Montréal, ,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 4,-73.57181339,45.63962781
1540,Récréatif / sportif,Parc et autre espace vert,Parc François-Vaillancourt,,Parc, , ,0, ,Montréal, ,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 2,-73.50098419,45.6553421
1541,Récréatif / sportif,Parc et autre espace vert,Parc Gérard-Picard,,Parc, , ,0, ,Montréal,H1E 4T4,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 2,-73.57567596,45.64679718
1542,Récréatif / sportif,Parc et autre espace vert,Parc Gérard-Vaillancourt,,Parc, , ,0, ,Montréal, ,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 2,-73.50189209,45.66691971
1543,Récréatif / sportif,Parc et autre espace vert,Parc Hans-Selye,,Parc, , ,0, ,Montréal,H1E 6V5,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 2,-73.60231173,45.63084064
1544,Récréatif / sportif,Parc et autre espace vert,Parc Jeanne-Lapierre,,Parc, , ,0, ,Montréal,H1A 3W1,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 2,-73.51596069,45.66059113
1545,Récréatif / sportif,Parc et autre espace vert,Parc Marcel-Léger,,Parc, , ,0, ,Montréal,H1A 1W1,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 3,-73.4916833,45.676586
1546,Récréatif / sportif,Parc et autre espace vert,Parc Marguerite-Bourgeoys,,Parc, , ,0, ,Montréal,H1B 4R7,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 2,-73.50307465,45.63549805
1547,Récréatif / sportif,Parc et autre espace vert,Parc Maria-Goretti,,Parc, , ,0, ,Montréal,H1A 2K1,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 2,-73.48719025,45.69163895
1548,Récréatif / sportif,Parc et autre espace vert,Parc Marie-Cardinal,,Parc, , ,0, ,Montréal,H1E 6C7,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 2,-73.60553742,45.63568878
1549,Récréatif / sportif,Parc et autre espace vert,Parc Marie-Claire-Daveluy,,Parc, , ,0, ,Montréal,H1E 4P7,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 2,-73.56747437,45.64965057
1550,Récréatif / sportif,Parc et autre espace vert,Parc Marie-Coron,,Parc, , ,0, ,Montréal,H1A 1M3,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 2,-73.49964142,45.6597023
1551,Récréatif / sportif,Parc et autre espace vert,Parc Montmartre,,Parc, , ,0, ,Montréal,H1A 1L9,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 2,-73.49773407,45.67586517
1552,Récréatif / sportif,Parc et autre espace vert,Parc Pasquale-Gattuso,,Parc, , ,0, ,Montréal,H1E 6G6,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 2,-73.57536706,45.63548947
1553,Récréatif / sportif,Parc et autre espace vert,Parc Pehr-Kalm,,Parc, , ,0, ,Montréal,H1C 2B3,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 2,-73.55203247,45.66391373
1554,Récréatif / sportif,Parc et autre espace vert,Parc Pierre-Blanchet,,Parc, , ,0, ,Montréal,H1E 3T1,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 2,-73.60374451,45.62813187
1555,Récréatif / sportif,Parc et autre espace vert,Parc Pierre-Payet,,Parc, , ,0, ,Montréal,H1A 5A5,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 2,-73.48222591,45.69338511
1556,Récréatif / sportif,Parc et autre espace vert,Parc Renée-Vautelet,,Parc, , ,0, ,Montréal, ,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 2,-73.58492279,45.65009308
1557,Récréatif / sportif,Parc et autre espace vert,Parc René-Masson,,Parc, , ,0, ,Montréal,H1E 3J7,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 2,-73.57964325,45.65311813
1558,Récréatif / sportif,Parc et autre espace vert,Parc Richelieu,,Parc, , ,0, ,Montréal, ,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 2,-73.50495772,45.6635818
1559,Récréatif / sportif,Parc et autre espace vert,Parc Rosaire-Prieur,,Parc, , ,0, ,Montréal, ,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 2,-73.49243164,45.63886261
1560,Récréatif / sportif,Parc et autre espace vert,Parc Annette-Vennat-Courchesne,,Parc, , ,0, ,Montréal,H1A 3J1,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 2,-73.52097477,45.66563141
1561,Récréatif / sportif,Parc et autre espace vert,Parc Sainte-Marthe,,Parc, , ,0, ,Montréal,H1E 1V4,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 2,-73.60023721,45.63977378
1562,Récréatif / sportif,Parc et autre espace vert,Parc Saint-Georges,,Parc, , ,0, ,Montréal,H1A 5E4,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 2,-73.49269867,45.65432358
1563,Récréatif / sportif,Parc et autre espace vert,Parc Saint-Jean-Baptiste,,Parc, , ,0, ,Montréal,H1B 4A1,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 2,-73.49939986,45.64056997
1564,Récréatif / sportif,Parc et autre espace vert,Parc Saint-Joseph,,Parc, , ,0, ,Montréal,H1C 1A8,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 2,-73.56195831,45.66161346
1565,Récréatif / sportif,Parc et autre espace vert,Parc Saint-Marcel,,Parc, , ,0, ,Montréal,H1B 4L5,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 2,-73.50831604,45.6400795
1566,Récréatif / sportif,Parc et autre espace vert,Parc Saint-Valérien,,Parc, , ,0, ,Montréal, ,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 2,-73.54185486,45.67010498
1567,Récréatif / sportif,Parc et autre espace vert,Parc Samuel-Morse,,Parc, , ,0, ,Montréal, ,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 2,-73.58487701,45.63902283
1568,Récréatif / sportif,Parc et autre espace vert,Parc Versailles,,Parc, , ,0, ,Montréal,H1B 3B4,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 2,-73.50767517,45.6507721
1569,Récréatif / sportif,Parc et autre espace vert,Parc Victoria-Girard,,Parc, , ,0, ,Montréal,H1A 5G6,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 2,-73.50737,45.65460968
1570,Récréatif / sportif,Parc et autre espace vert,Parc Yves-Thériault–Sherbrooke,,Parc, , ,0, ,Montréal, ,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 2,-73.5043335,45.6794548
1571,Récréatif / sportif,Parc et autre espace vert,Parc-école Marc-Laflamme / Le Prélude,,Parc, , ,0, ,Montréal,H1B 3E3,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 3,-73.49068583,45.64627062
1572,Récréatif / sportif,Parc et autre espace vert,Parc-école Notre-Dame,,Parc, , ,0, ,Montréal, H1A 1V6,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 3,-73.49369769,45.67301457
1573,Récréatif / sportif,Parc et autre espace vert,Parc-nature de la Pointe-aux-Prairies,,Parc,14905,Rue Sherbrooke Est,0, ,Montréal,H1A 3X1,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 1,-73.50712532,45.6803128
1574,Récréatif / sportif,Parc et autre espace vert,Parc-nature du Ruisseau-De Montigny,,Parc, , ,0, ,Montréal,H1J 2Y2,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 1,-73.61068619,45.62582674
1575,Service public,Établissement scolaire,Académie Leonardo-Da Vinci Academy,,École primaire,12025,Avenue André-Dumas,0, ,Montréal,H1E 4G2,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 4,-73.58383942,45.63758469
1576,Récréatif / sportif,Équipement sportif et récréatif,Aréna du Collège Saint-Jean-Vianney,,Centre sportif intérieur,12630,Boulevard Gouin Est ,0, ,Montréal,H1C 1B9,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 3,-73.51941615,45.69160108
1576,Récréatif / sportif,Équipement sportif et récréatif,Centre sportif et culturel du Collège Saint-Jean-Vianney,,Centre sportif intérieur,12630,Boulevard Gouin Est ,0, ,Montréal,H1C 1B9,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 3,-73.51965383,45.69179366
1577,Récréatif / sportif,Équipement sportif et récréatif,Aréna René-Masson,,Centre sportif intérieur,9175,Boulevard Perras,0, ,Montréal,H1E 3J7,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 3,-73.57798944,45.65149321
1578,Récréatif / sportif,Équipement sportif et récréatif,Aréna Rodrigue-Gilbert,,Centre sportif intérieur,1515,Boulevard du Tricentenaire,0, ,Montréal,H1B 3A9,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 3,-73.49973594,45.65176369
1579,Service public,Service gouvernemental,Carrefour jeunesse-emploi Pointe-aux-Trembles / Montréal-Est,Carrefour Jeunesse-Emploi,Centre de service gouvernemental,3455,Rue Robert-Chevalier,2,233,Montréal,H1A 3N5,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 2,-73.51134234,45.65605483
1580,Service public,Service gouvernemental,Carrefour jeunesse emploi Rivière-des-Prairies,Carrefour Jeunesse-Emploi,Centre de service gouvernemental,11965,Avenue Rita-Levi-Montalcini,0, ,Montréal,H1E 5K7,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 2,-73.57952525,45.63821042
1581,Service public,Établissement scolaire,Centre Daniel-Johnson,,École secondaire et professionnelle,1100,Boulevard du Tricentenaire,0, ,Montréal,H1B 2G4,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 3,-73.49701302,45.64987991
1582,Service public,Établissement scolaire,Centre Paul-Gratton,,École secondaire et professionnelle,11865,Rue de Montigny,0, ,Montréal,H1B 1P2,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 3,-73.50697184,45.64047299
1583,Service public,Établissement scolaire,Cégep Marie-Victorin,,Cégep et université,7000,Rue Marie-Victorin,0, ,Montréal,H1G 2J6,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 1,-73.60522186,45.61750774
1584,Récréatif / sportif,Équipement sportif et récréatif,Centre aquatique de Rivière-des-Prairies,,Piscine intérieure,12515,Boulevard Rodolphe Forget,0, ,Montréal,H1E 6P6,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 2,-73.57917923,45.65110775
1586,Service public,Service de santé,CLSC de l’Est-de-Montréal,,CLSC,13926,Rue Notre-Dame Est,0, ,Montréal,H1A 1T5,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 3,-73.49347687,45.66649246
1587,Service public,Service de santé,CLSC Rivière-des-Prairies,,CLSC,8655,Boulevard Perras,0, ,Montréal,H1E 4M7,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 3,-73.58593056,45.64463045
1588,Service public,Établissement scolaire,Collège Saint-Jean-Vianney,,École secondaire et professionnelle,12630,Boulevard Gouin Est,0, ,Montréal,H1C 1B9,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 4,-73.52007214,45.69251088
1589,Culturel,Bibliothèque,Bibliothèque de Pointe-aux-Trembles,,Bibliothèque publique,14001,Rue Notre-Dame Est,0, ,Montréal,H1A 1T9,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 1,-73.49495697,45.66810226
1590,Culturel,Bibliothèque,Bibliothèque de Rivière-des-Prairies,,Bibliothèque publique,9001,Boulevard Perras,0, ,Montréal,H1E 3J7,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 1,-73.57897949,45.64993286
1591,Service public,Établissement scolaire,École de la Belle-Rive (pavillon de la Pointe),École de la Belle-Rive (Pointe),École primaire,16360,Rue Bureau,0, ,Montréal,H1A 1Z5,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 4,-73.48000336,45.70073319
1592,Service public,Établissement scolaire,École Denise-Pelletier,,École primaire,12160,27e Avenue,0, ,Montréal,H1E 1Z5,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 4,-73.58984375,45.63777161
1593,Service public,Établissement scolaire,École East Hill Elementary School,,École primaire,10350,Boulevard Perras,0, ,Montréal,H1C 2H1,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 4,-73.55391586,45.66381078
1594,Service public,Établissement scolaire,École Félix-Leclerc,,École primaire,1750,Boulevard du Tricentenaire,0, ,Montréal,H1B 3B1,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 4,-73.50431734,45.6513043
1595,Service public,Établissement scolaire,École Fernand-Gauthier,,École primaire,12600,Avenue Paul-Dufault,0, ,Montréal,H1E 2B6,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 4,-73.59203339,45.64336777
1596,Service public,Établissement scolaire,École François-La Bernarde,,École primaire,950,Rue Pierre-Lacroix,0, ,Montréal,H1B 3C8,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 4,-73.49516296,45.64693832
1597,Service public,Établissement scolaire,École Le Tournesol,,École secondaire et professionnelle,15150,Rue Sherbrooke Est ,0, ,Montréal,H1A 3P9,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 3,-73.49781036,45.68405914
1598,Service public,Établissement scolaire,École Marc-Aurèle-Fortin,,École primaire,12230,Avenue Fernand-Gauthier,0, ,Montréal,H1E 5N4,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 4,-73.60056406,45.63181573
1600,Service public,Établissement scolaire,École primaire internationnale Michelangelo,,École primaire,9360,5e Rue,0, ,Montréal,H1E 1K1,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 4,-73.56833644,45.65058151
1601,Service public,Établissement scolaire,École Montmartre,,École primaire,1855,59e Avenue,0, ,Montréal,H1A 2P2,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 4,-73.49857457,45.67544743
1602,Service public,Établissement scolaire,École Notre-Dame,,École primaire,14425,Rue Notre-Dame Est,0, ,Montréal,H1A 1V6,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 4,-73.49385834,45.67346954
1603,Service public,Établissement scolaire,École Notre-Dame-de-Fatima,,École primaire,12200,Rue René-Masson,0, ,Montréal,H1E 4T4,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 4,-73.57473736,45.64702436
